🇭🇰公告:更新11-11-2025🇭🇰,#genre#
鳳凰中文,http://cdn6.163189.xyz/163189/fhzw
鳳凰中文,http://feilong123.vip/409990236/hktv.php?id=3
鳳凰咨詢,http://feilong123.vip/409990236/hktv.php?id=1
鳳凰香港,http://cdn6.163189.xyz/163189/fhhk
鳳凰香港,http://feilong123.vip/409990236/hktv.php?id=2
鳳凰資訊,http://cdn6.163189.xyz/163189/fhzx



CCTV 4K,http://67.220.71.199:2347/livehttpplay?channel_id=30029
CCTV13,http://cdn3.163189.xyz/163189/cctv13
CCTV1港澳版,http://cdn6.163189.xyz/163189/cctv1
五星體育,https://cdn15.163189.xyz/163189/9c893bb003e1c7de
重溫經典,http://cdn6.163189.xyz/163189/cwjd
博斯網球,http://67.220.71.199:2347/livehttpplay?channel_id=42026
廣州南國都市,https://cdn15.163189.xyz/163189/90871926591ebcbc
廣州新聞,https://cdn13.178.indevs.in/163189/609602b1e1048784
廣州綜合,https://cdn13.178.indevs.in/163189/b13471c5de99d1c7
廣東珠江,http://67.220.71.199:2347/livehttpplay?channel_id=20144
廣東珠江,http://cdn2.163189.xyz/163189/gdzj
廣東嶺南戲曲,http://67.220.71.199:2347/livehttpplay?channel_id=20142
廣東體育,http://67.220.71.199:2347/livehttpplay?channel_id=12028
廣東體育,http://67.220.71.199:2347/livehttpplay?channel_id=20130
廣東體育,http://67.220.71.199:2347/livehttpplay?channel_id=30031
廣東體育,http://cdn2.163189.xyz/163189/gdty

澳視澳門,http://cdn6.163189.xyz/163189/asam
澳視衛星,http://cdn6.163189.xyz/163189/as
澳門體育,http://cdn6.163189.xyz/163189/amty
澳門綜藝,http://cdn6.163189.xyz/163189/amzy
澳門蓮花,http://cdn6.163189.xyz/163189/amlh

金光布袋戲,http://o11.163189.xyz/stream/live/jgbdx/
ASTRO AOD,http://o11.163189.xyz/stream/live/aod/
ASTRO AEC,http://o11.163189.xyz/stream/live/aec/
ASTRO 歡喜臺,http://o11.163189.xyz/stream/live/hxt/
IQIYI,http://o11.163189.xyz/stream/live/iqiyi/
八度空間,http://cdn6.163189.xyz/163189/8tv
CHANNEL 5,http://cdn6.163189.xyz/163189/ch5
CHANNEL 8,http://cdn6.163189.xyz/163189/ch8
CHANNEL U,http://cdn6.163189.xyz/163189/chu
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8




🇭🇰MyTV|TVB,#genre#
█████████████████████████████████████████████

翡翠臺,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
翡翠臺,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠臺,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠臺,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
翡翠臺,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠臺,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠臺,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
翡翠臺,http://67.220.67.246:2347/livehttpplay?channel_id=20124
翡翠臺,http://67.220.67.246:2347/livehttpplay?channel_id=20127
翡翠臺,http://67.220.67.246:2347/livehttpplay?channel_id=30025
翡翠臺,http://mytv.cdn.loc.cc/o12.php?id=fct
翡翠臺,http://o11.163189.xyz/stream/tvb/fct/
翡翠臺,http://r.jdshipin.com/qrfbg
翡翠臺,https://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠臺,https://cdn9.163189.xyz/smt3.1.1.php?id=jade_twn
翡翠臺,https://mytv.cdn.loc.cc/o12.php?id=fct
翡翠臺,https://o11.163189.xyz/stream/tvb/fct/
翡翠臺,http://php.jdshipin.com/PLTV/iptv.php?id=fct
翡翠臺,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
翡翠臺,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠臺,http://rihou.cc:555/tv/[Pd]无线翡翠
翡翠臺4K,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠臺4K,https://o11.163189.xyz/stream/tvb/fct4k/
翡翠臺4K,http://rihou.cc:555/tv/[Pd]无线翡4K
無線新聞,http://74.91.26.218:82/live/inews.m3u8
無線新聞,http://v2h.veryfast.filegear-sg.me/live/wxxw/stream.m3u8
無線新聞,http://67.220.67.246:2347/livehttpplay?channel_id=20123
無線新聞,http://67.220.67.246:2347/livehttpplay?channel_id=30024
無線新聞,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
無線新聞,http://php.jdshipin.com/smt.php?id=inews_twn
無線新聞,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
無線新聞,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
無線新聞,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
無線新聞,http://php.jdshipin.com:8880/smt.php?id=inews_twn
無線新聞,http://r.jdshipin.com/CkuBd
無線新聞,https://cdn9.163189.xyz/smt1.1.php?id=inews_twn
無線新聞,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
無線新聞,https://tvb.go-iptv.ggff.net/stream/tvb/null-4/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
無線新聞,http://rihou.cc:555/tv/[Pd]无线新闻
明珠臺,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠臺,https://mytv.cdn.loc.cc/o12.php?id=mzt
明珠臺,http://67.220.67.246:2347/livehttpplay?channel_id=20125
明珠臺,http://67.220.67.246:2347/livehttpplay?channel_id=30026
明珠臺,http://mytv.cdn.loc.cc/o12.php?id=mzt
明珠臺,http://o11.163189.xyz/stream/tvb/mzt/
明珠臺,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
明珠臺,http://php.jdshipin.com:8880/iptv.php?id=mzt
明珠臺,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠臺,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠臺,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
明珠臺,http://r.jdshipin.com/ZQ4kN
明珠臺,https://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
明珠臺,https://cdn9.163189.xyz/smt3.1.1.php?id=pearl_twn
明珠臺,https://o11.163189.xyz/stream/tvb/mzt/
明珠臺,https://tvb.go-iptv.ggff.net/stream/tvb/null-3/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
明珠臺,http://rihou.cc:555/tv/[Pd]无线明珠
Mytv黃金翡翠,http://php.jdshipin.com/smt.php?id=Tvbjade
Mytv黃金翡翠,http://67.220.67.246:2347/livehttpplay?channel_id=13024
Mytv黃金翡翠,http://67.220.67.246:2347/livehttpplay?channel_id=13027
TVB娛樂新聞,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
TVB娛樂新聞,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
TVB娛樂新聞,http://v2h.veryfast.filegear-sg.me/live/ylxw/stream.m3u8
TVB娛樂新聞,http://rihou.cc:555/tv/[PL]无线娱乐
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$LR•IPV4『线路3』
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$LR•IPV4『线路2』
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$LR•IPV4『线路8』
星河(粵),http://v2h.veryfast.filegear-sg.me/live/tvbxh/stream.m3u8
TVB星河(國),http://o11.163189.xyz/stream/live/tvbxh/
TVB星河(國),http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh
TVB星河(國),http://rihou.cc:555/tv/[Pd]无线星河
TVB星河(國),http://rihou.cc:555/tv/[PL]无线星河
TVB星河(國),http://php.jdshipin.com/PLTV/iptv.php?id=tvbxh
TVB星河(國),http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
TVB星河(國),http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河(國),http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河(國),http://r.jdshipin.com/Voac4
TVB星河(國),http://r.jdshipin.com/sXuuD
TVB星河(國),https://o11.163189.xyz/stream/live/tvbxh/
TVB 1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVB J1,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,https://6.cdn.loc.cc/163189.php?id=j1
TVB J2,http://67.220.67.246:2347/livehttpplay?channel_id=20122
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/PLTV/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
TVB Plus,http://r.jdshipin.com/ndGgS
TVB Plus,http://r.jdshipin.com/Nr5jq
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
TVB Plus,http://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB Plus,https://cdn6.163189.xyz/163189/tvbp
TVB Plus,https://cdn9.163189.xyz/smt1.1.php?id=j2_twn
TVB Plus,https://cdn9.163189.xyz/smt3.1.1.php?id=j2_twn
TVB Plus,https://tvb.go-iptv.ggff.net/stream/tvb/tvbplus/master.m3u8?u=caonima&p=17dff6b2f2f8765d17991c586cbb7ef9827a1dd4982e17b915453c457e4636ab
TVB,http://67.220.67.246:2347/livehttpplay?channel_id=30023
TVB,http://67.220.67.246:2347/livehttpplay?channel_id=30030
TVB華麗,http://rihou.cc:555/tv/[Pd]无线华丽
TVB華麗,http://php.jdshipin.com/PLTV/iptv.php?id=huali
TVB華麗,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVB華麗,http://r.jdshipin.com/thuYX
TVB華麗,http://v2h.veryfast.filegear-sg.me/live/hlfct/stream.m3u8
TVB華麗,https://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
TVB華麗,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbjade
TVB劇集臺,https://6.cdn.loc.cc/163189.php?id=tvbd
TVB劇集臺,http://67.220.67.246:2347/livehttpplay?channel_id=13022
TVB劇集臺,http://67.220.67.246:2347/livehttpplay?channel_id=13023
TVB劇集臺,http://67.220.67.246:2347/livehttpplay?channel_id=13026
TVB體育,http://67.220.67.246:2347/livehttpplay?channel_id=13025
星空衛視,http://xhyx.gz.cn:1698/hls/35/index.m3u8
星空衛視,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
美亞電影,http://67.220.67.246:2347/livehttpplay?channel_id=20197
MyTV重溫經典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
MyTV重溫經典,http://8.138.7.223/tv/cwjd.php
MyTV重溫經典,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
MyTV重溫經典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
MyTV重溫經典,http://rihou.cc:555/tv/[Pd]重温经典
MyTV亞洲武俠,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
MyTV亞洲武俠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
MyTV亞洲武俠,http://v2h.veryfast.filegear-sg.me/live/yzwx/stream.m3u8
MyTV亞洲武俠,http://rihou.cc:555/tv/[Pd]无线功夫
MyTV千禧經典臺,http://o11.163189.xyz/stream/live/tvbc/
MyTV千禧經典臺,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
MyTV千禧經典臺,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
MyTV千禧經典臺,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
MyTV千禧經典臺,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
MyTV千禧經典臺,https://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
MyTV千禧經典臺,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
MyTV千禧經典臺,https://o11.163189.xyz/stream/live/tvbc/
MyTV華麗翡翠臺,https://o11.163189.xyz/stream/live/hlt/
MyTV華麗翡翠臺,http://o11.163189.xyz/stream/live/hlt/
MyTV華麗翡翠臺,http://php.jdshipin.com/TVOD/iptv.php?id=huali
MyTV華麗翡翠臺,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
MyTV華麗翡翠臺,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
MyTV華麗翡翠臺(馬來),http://cdn6.163189.xyz/163189/jade
MyTV華麗翡翠臺(新加坡),http://o11.163189.xyz/stream/live/jade/
MyTV華麗翡翠臺(新加坡),https://o11.163189.xyz/stream/live/jade/
🇭🇰Now|Viu|,#genre#
█████████████████████████████████████████████
Now新聞,http://rihou.cc:555/tv/[Cx]Now新闻
Now新聞,http://cdn.veryfast.filegear-sg.me/live/now/stream.m3u8
Now新聞,http://tv123.vvvv.ee/live.php/?ch=1dd8013a447
Now新聞,https://cdn.163189.xyz/163189/now
Now新聞,http://tv123.vvvv.ee/live.php/?ch=55e90a80283
Now新聞,http://67.220.67.246:2347/livehttpplay?channel_id=13000
Now財經,http://tv123.vvvv.ee/live.php/?ch=ff4dc3a0284
Now新聞,http://cdn.163189.xyz/163189/now
Now Sports 精選,http://tv123.vvvv.ee/live.php/?ch=a3ed5a61285
ViuTV,http://rihou.cc:555/tv/[Cx]VIUTV粤
ViuTV,http://67.220.67.246:2347/livehttpplay?channel_id=30032
ViuTV,http://cdn.veryfast.filegear-sg.me/live/viu/stream.m3u8
ViuTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
ViuTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
ViuTV,http://r.jdshipin.com/TcKr2
ViuTV,http://r.jdshipin.com/vSJvl
ViuTV,https://cdn.163189.xyz/163189/viu
ViuTV,https://cdn9.163189.xyz/smt1.1.php?id=viu1_twn
ViuTV,https://cdn9.163189.xyz/smt3.1.1.php?id=viu1_twn
ViuTV,https://stream1.freetv.fun/viutv-5.ctv
ViuTV,https://stream1.freetv.fun/viutv-9.ctv
ViuTV6,http://67.220.67.246:2347/livehttpplay?channel_id=20132
ViuTV6,http://67.220.67.246:2347/livehttpplay?channel_id=30033
ViuTV6,http://beishan008.asuscomm.com:8889/bysid/96.m3u8
ViuTV6,http://php.jdshipin.com/smt.php?id=viusix_twn
ViuTV6,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
ViuTV6,https://cdn9.163189.xyz/smt1.1.php?id=viusix_twn
ViuTV6,https://cdn9.163189.xyz/smt3.1.1.php?id=viusix_twn

🇭🇰HOY|RTHK,#genre#
█████████████████████████████████████████████

HOY 76,http://beishan008.asuscomm.com:8891/bysid/76.m3u8
HOY 77,http://beishan008.asuscomm.com:8891/bysid/77.m3u8
HOY 77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY 77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
有線新聞,http://61.10.2.140/live_freedirect/freehd209_h.live/playlist.m3u8
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/master.m3u8
RTHK32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
RTHK32,http://bziyunshao.synology.me:8892/bysid/32
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/master.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/master.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/master.m3u8
RTHK36,https://rthktv36-live.akamaized.net/hls/live/2112176/RTHKTV36/master.m3u8
香港衛視,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
鳳凰中文,http://ddns.xryo.cn:8888/udp/239.111.205.78:5140
鳳凰中文,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
鳳凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
鳳凰中文,http://php.jdshipin.com:8880/iptv.php?id=fhzw
鳳凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
鳳凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
鳳凰中文,http://r.jdshipin.com/cCCzW
鳳凰中文,http://www.520345.xyz:8188/rtp/239.69.2.20:11274
鳳凰中文,https://cdn6.101.qzz.io/163189/fhzw
鳳凰中文,https://cdn9.163189.xyz/smt1.1.php?id=phoenixtv_hd
鳳凰中文,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd
鳳凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文

國際新聞,#genre#
█████████████████████████████████████████████




🏆國際體育,#genre#
█████████████████████████████████████████████
Arena Sport 2,https://estreams.tv.nej.cz/dash/CH_ARENASPORT2_Portable.ism/playlist.mpd
Bein Sport 01,http://kstv.us:8080/live/N427DpynGE/7049166651/12554.ts
Bein Sport 01,http://portal5458.com:8080/live/feef0CwPbG/0833299410/12554.m3u8
Bein Sport 02,http://kstv.us:8080/live/N427DpynGE/7049166651/12553.ts
Bein Sport 02,http://portal5458.com:8080/live/feef0CwPbG/0833299410/12553.m3u8
Bein Sport 04,http://kstv.us:8080/live/N427DpynGE/7049166651/12551.ts
Bein Sport 04,http://portal5458.com:8080/live/feef0CwPbG/0833299410/12551.m3u8
Bein Sport 05,http://kstv.us:8080/live/N427DpynGE/7049166651/12550.ts
Bein Sport 05,http://portal5458.com:8080/live/feef0CwPbG/0833299410/12550.m3u8
Bein Sport 06,http://kstv.us:8080/live/N427DpynGE/7049166651/12549.ts
Bein Sport 06,http://portal5458.com:8080/live/feef0CwPbG/0833299410/12549.m3u8
Bein Sport 07,http://kstv.us:8080/live/N427DpynGE/7049166651/12548.ts
Bein Sport 07,http://portal5458.com:8080/live/feef0CwPbG/0833299410/12548.m3u8
Bein Sport 09  XTRA 1,http://kstv.us:8080/live/N427DpynGE/7049166651/12546.ts
Bein Sport 09  XTRA 1,http://portal5458.com:8080/live/feef0CwPbG/0833299410/12546.m3u8
Bein Sport XTRA,https://jmp2.uk/stvp-USAJ4300001Q7
DIRECTV SPORTS 2,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47094.m3u8
DIRECTV SPORTS HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47096.m3u8
English,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/stream05/streamPlaylist.m3u8
ESPN 2 MEXICO FHD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47098.m3u8
ESPN 2 MEXICO,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47097.m3u8
